customer_id,age,gender,marital_status,household_size,education_level,occupation,income_level,location,state,country,proximity_to_branch,transaction_frequency,transaction_volume,transaction_type,atm_usage_patterns,online_banking_activity,channel_preferences,customer_service_interactions,product_engagement,savings_balance,checking_balance,investment_balance,credit_card_usage,loan_history,loan_repayment_behavior,investment_portfolio,credit_score,attitudes_towards_banking,financial_goals,risk_tolerance,spending_habits,interests_hobbies,customer_satisfaction_score,net_promoter_score,loyalty_program_participation,cross_selling_response_rate,inflation_rate,gdp_growth,social_media_behavior,online_shopping_habits,digital_engagement,major_life_events,significant_financial_milestones,survey_responses,preferred_communication_channels,product_feature_requests,risk_assessment_data,credit_risk_indicators
3533,20,Female,Divorced,5,College,Student,Medium,Rural,NY,UK,Moderate,26,8469.294088,Withdrawal,Occasional,Low,Website,Medium,Yes,37659.53769,9086.608934,21572.65759,15051.51788,Mortgage,Average,Conservative,622,Neutral,Retirement Planning,Medium,Moderate,Music,3,6,Yes,0.346623462,4.156523989,0.747195346,Moderate,Frequent,Low,Retirement,Starting a Business,Positive,Phone,Yes,Medium Risk,Stable
3534,27,Female,Divorced,5,PhD,Unemployed,Low,Suburban,TX,Canada,Moderate,19,6197.029614,Withdrawal,Frequent,Low,Mobile App,Medium,Yes,41333.5187,17291.14801,20969.77598,18224.89849,Mortgage,Good,Aggressive,614,Neutral,Retirement Planning,Low,Spender,Travel,3,9,Yes,0.319455168,1.34034769,3.74885206,Moderate,Rare,Low,Birth of a Child,Starting a Business,Negative,Mail,No,Medium Risk,High Risk
3535,42,Male,Single,5,PhD,Unemployed,Medium,Rural,FL,UK,Moderate,24,3874.934281,Transfer,Frequent,Medium,Website,Low,Yes,46908.76187,14382.59679,30710.36085,3533.399885,Personal Loan,Good,Conservative,783,Positive,Retirement Planning,High,Moderate,Travel,4,6,Yes,0.807480768,0.81102328,0.309355835,Moderate,Occasional,Medium,Retirement,Buying a House,Positive,Mail,No,Medium Risk,High Risk
3536,57,Female,Single,5,College,Employed,Medium,Suburban,CA,USA,Moderate,27,6977.947339,Withdrawal,Rare,Low,Website,Low,No,29498.46065,3489.139251,70842.44827,12032.52193,None,Poor,Aggressive,510,Negative,Wealth Accumulation,Medium,Conservative,Sports,2,7,Yes,0.403223544,1.348381589,3.246769674,Moderate,Rare,Medium,Marriage,Buying a House,Positive,SMS,Yes,Low Risk,High Risk
3537,25,Female,Divorced,1,Master,Employed,High,Suburban,NY,Australia,Moderate,5,5203.802229,Purchase,Occasional,High,Mobile App,Medium,Yes,6362.695953,9944.462248,85707.81379,16913.87447,Car Loan,Average,Moderate,463,Neutral,Wealth Accumulation,Medium,Moderate,Music,4,2,No,0.481723846,2.744984198,4.248260723,Moderate,Frequent,Low,Marriage,None,Neutral,Mail,No,Medium Risk,Stable
3538,41,Male,Single,1,High School,Student,Medium,Urban,NY,Canada,Close,8,5331.182119,Deposit,Rare,High,Branch,Medium,No,36513.23922,12818.15478,50408.37801,7010.968591,Car Loan,Good,Aggressive,635,Negative,Wealth Accumulation,Low,Moderate,Music,4,6,No,0.81328128,4.887830165,1.570063793,Moderate,Rare,Medium,Marriage,Starting a Business,Neutral,Mail,No,Medium Risk,Warning
3539,44,Male,Single,4,Bachelor,Self-employed,High,Suburban,TX,UK,Far,12,3418.010114,Purchase,Frequent,Low,Website,High,Yes,48977.33949,14155.95579,72061.12088,16949.97936,Car Loan,Good,Conservative,301,Positive,Education Funding,Medium,Conservative,Sports,4,3,Yes,0.500052286,0.130537352,0.691457981,Moderate,Frequent,High,None,Buying a House,Positive,Phone,Yes,Low Risk,Stable
3540,37,Male,Widowed,2,Bachelor,Student,High,Rural,TX,UK,Far,6,115.9144303,Deposit,Occasional,High,Website,Low,Yes,29906.71468,12156.91423,25057.32646,9678.3694,Mortgage,Poor,Moderate,440,Negative,Education Funding,Low,Moderate,Cooking,4,5,Yes,0.44006013,4.543648498,2.27968191,Low,Occasional,Medium,None,Starting a Business,Negative,SMS,No,High Risk,High Risk
3541,36,Female,Married,5,High School,Unemployed,High,Suburban,CA,UK,Close,25,3622.884782,Purchase,Rare,Medium,Mobile App,Medium,Yes,44013.84935,9594.198394,40432.77916,14932.76653,Car Loan,Average,Moderate,719,Neutral,Wealth Accumulation,Low,Moderate,Reading,1,1,Yes,0.551616599,1.44836833,3.347759616,Active,Rare,Medium,Birth of a Child,Buying a House,Negative,Mail,Yes,High Risk,High Risk
3542,31,Male,Divorced,2,High School,Employed,Low,Suburban,CA,Canada,Far,2,3096.9075,Transfer,Rare,High,Mobile App,Low,Yes,20161.23346,107.5187748,76335.52596,3084.248915,Car Loan,Poor,Moderate,356,Positive,Retirement Planning,Low,Spender,Cooking,2,7,No,0.50344198,2.40256354,1.294704228,Low,Rare,Low,Retirement,Buying a House,Positive,Email,No,Medium Risk,High Risk
3543,25,Male,Single,1,PhD,Employed,Medium,Rural,NY,Canada,Moderate,15,1093.356438,Deposit,Occasional,Medium,Mobile App,Low,No,1874.071288,7007.677319,52737.83111,18649.68409,None,Good,Aggressive,673,Neutral,Education Funding,Low,Moderate,Music,3,8,No,0.30660934,1.889383569,2.827910243,Low,Frequent,Low,None,Starting a Business,Positive,SMS,No,Low Risk,High Risk
3544,45,Female,Divorced,5,High School,Student,High,Rural,NY,UK,Far,16,2066.498359,Deposit,Occasional,High,Branch,Low,No,37374.35356,11852.20495,39457.52156,18279.32517,None,Average,Moderate,824,Negative,Education Funding,Medium,Spender,Sports,3,2,Yes,0.727548626,4.507398153,0.446859748,Active,Frequent,High,Retirement,None,Positive,Phone,Yes,Medium Risk,High Risk
3545,46,Male,Married,1,College,Employed,High,Urban,NY,Canada,Close,23,9810.811773,Transfer,Occasional,Low,Branch,Medium,No,2104.760516,9155.076951,70482.56997,10473.53427,None,Average,Moderate,331,Neutral,Education Funding,Low,Spender,Reading,4,4,Yes,0.86899418,3.784849146,2.455994182,Moderate,Rare,High,Marriage,None,Positive,Email,No,Medium Risk,High Risk
3546,27,Female,Divorced,1,PhD,Employed,Medium,Rural,NY,Australia,Close,26,2870.187833,Transfer,Frequent,Medium,Branch,Medium,Yes,47440.90255,326.9287398,58968.58173,15777.81068,Car Loan,Average,Aggressive,608,Negative,Wealth Accumulation,Medium,Spender,Sports,3,2,Yes,0.847544607,1.560989371,3.82103471,Low,Occasional,Medium,None,Starting a Business,Positive,Email,No,Low Risk,Stable
3547,38,Female,Divorced,3,Master,Unemployed,Low,Suburban,NY,USA,Moderate,4,5229.764542,Purchase,Rare,Medium,Website,High,Yes,26604.18244,507.3995108,77354.67293,17049.85334,None,Poor,Conservative,660,Neutral,Education Funding,Low,Conservative,Reading,1,6,Yes,0.547790879,1.942986001,4.77687815,Active,Rare,Low,Retirement,None,Positive,Email,Yes,Low Risk,Stable
3548,61,Male,Divorced,1,PhD,Self-employed,High,Rural,TX,Australia,Moderate,26,5538.392901,Purchase,Occasional,Low,Mobile App,Low,Yes,47059.94092,18922.71512,74814.35939,15866.50073,Personal Loan,Good,Aggressive,483,Positive,Wealth Accumulation,High,Conservative,Sports,4,7,Yes,0.397152782,3.82902548,2.251460034,Moderate,Occasional,Medium,Retirement,Buying a House,Negative,SMS,No,Medium Risk,High Risk
3549,20,Female,Widowed,4,PhD,Employed,High,Rural,FL,USA,Far,15,5644.297558,Purchase,Frequent,Medium,Mobile App,Low,No,10977.66272,4608.948495,37772.90813,18820.63002,None,Average,Conservative,562,Positive,Education Funding,Medium,Spender,Music,4,7,No,0.220012927,3.719465809,2.462190637,Moderate,Rare,Low,Retirement,Buying a House,Positive,Phone,No,Low Risk,High Risk
3550,48,Male,Married,1,Bachelor,Employed,High,Urban,CA,Canada,Moderate,7,568.5485377,Withdrawal,Occasional,High,Website,Low,Yes,39799.40383,15142.74344,149.8771445,10411.94123,Mortgage,Average,Conservative,420,Positive,Wealth Accumulation,Medium,Spender,Cooking,1,5,Yes,0.359652718,3.886288663,4.653982911,Active,Occasional,Low,Birth of a Child,Buying a House,Neutral,Phone,Yes,Low Risk,Warning
3551,64,Male,Married,5,High School,Student,High,Suburban,TX,UK,Far,25,7737.475609,Deposit,Frequent,Medium,Mobile App,High,Yes,17234.36192,12298.16994,93782.93435,19259.8051,Mortgage,Good,Moderate,432,Negative,Education Funding,Low,Conservative,Music,3,7,No,0.946200143,3.874771813,3.992758957,Low,Rare,Medium,Birth of a Child,Buying a House,Neutral,Email,No,High Risk,High Risk
3552,68,Male,Divorced,4,College,Self-employed,Medium,Urban,IL,Canada,Far,15,7330.41574,Withdrawal,Frequent,Medium,Branch,Low,Yes,11562.26923,14428.26974,53412.96581,14908.50793,Car Loan,Average,Moderate,608,Neutral,Education Funding,Low,Conservative,Travel,2,0,No,0.288491117,3.187067987,0.846628367,Low,Frequent,High,Marriage,None,Neutral,SMS,No,Low Risk,Stable
3553,54,Female,Divorced,1,High School,Unemployed,High,Urban,IL,Australia,Moderate,26,9774.202152,Purchase,Occasional,High,Mobile App,High,Yes,2032.827423,555.9551683,99142.6555,2989.530817,Mortgage,Good,Aggressive,300,Positive,Retirement Planning,High,Moderate,Cooking,3,0,No,0.590823382,1.881175352,2.614053383,Moderate,Rare,Medium,None,Buying a House,Negative,Phone,Yes,High Risk,High Risk
3554,59,Male,Married,4,Bachelor,Employed,Low,Suburban,IL,Australia,Far,16,1928.4435,Transfer,Occasional,Medium,Mobile App,High,No,6280.532074,3466.73165,8233.523396,6910.218758,None,Good,Moderate,751,Positive,Education Funding,Medium,Conservative,Reading,2,6,Yes,0.597173206,2.02342614,1.657777498,Active,Occasional,Medium,None,Starting a Business,Negative,Phone,No,High Risk,Warning
3555,33,Female,Single,1,High School,Self-employed,Medium,Rural,CA,Canada,Far,28,5582.533921,Deposit,Frequent,Medium,Mobile App,High,No,19776.2102,12605.45884,75629.32458,1920.533843,Mortgage,Good,Moderate,676,Neutral,Retirement Planning,Medium,Spender,Music,4,1,Yes,0.20022237,2.176191004,2.871749037,Moderate,Occasional,Medium,None,None,Positive,SMS,No,Medium Risk,Warning
3556,54,Female,Widowed,4,College,Self-employed,Low,Suburban,NY,UK,Far,17,8057.919247,Withdrawal,Frequent,Low,Branch,High,No,21979.00874,1793.51611,53810.33287,17413.25056,Personal Loan,Poor,Aggressive,372,Positive,Wealth Accumulation,High,Spender,Reading,2,2,Yes,0.311005425,2.435905379,3.292980263,Moderate,Frequent,Low,Marriage,Starting a Business,Neutral,Email,No,Low Risk,Warning
3557,67,Female,Married,2,High School,Student,Medium,Urban,IL,UK,Far,5,1331.025602,Withdrawal,Occasional,High,Branch,High,No,21440.8949,15297.35906,4283.887868,17346.51769,Personal Loan,Poor,Conservative,664,Negative,Education Funding,Low,Conservative,Music,3,8,Yes,0.335044583,1.18203528,4.108563425,Low,Frequent,High,Retirement,None,Neutral,Phone,No,Medium Risk,Warning
3558,64,Male,Divorced,3,Bachelor,Unemployed,Medium,Urban,IL,USA,Close,6,7916.750603,Purchase,Frequent,Medium,Branch,High,Yes,11211.93936,19628.12533,37945.72916,2992.376357,None,Average,Moderate,736,Positive,Wealth Accumulation,Medium,Spender,Travel,4,5,No,0.903733058,2.513168959,4.285075141,Active,Frequent,Medium,Birth of a Child,None,Positive,Phone,No,Low Risk,Warning
3559,39,Female,Single,4,College,Self-employed,Medium,Suburban,FL,Australia,Close,4,2772.636511,Transfer,Rare,Medium,Mobile App,High,Yes,40022.82154,10204.06166,99474.0624,14529.09905,Mortgage,Average,Moderate,588,Neutral,Wealth Accumulation,High,Moderate,Music,1,7,No,0.618451878,2.326452039,2.173180788,Active,Rare,Low,Birth of a Child,Starting a Business,Positive,SMS,No,Medium Risk,High Risk
3560,68,Female,Single,5,High School,Unemployed,Low,Urban,TX,USA,Close,29,2880.376152,Purchase,Frequent,High,Website,Medium,No,34022.70938,7619.103892,86475.27917,14512.09578,Car Loan,Good,Moderate,816,Negative,Retirement Planning,Medium,Spender,Reading,1,9,No,0.294040016,1.545958722,3.130026109,Moderate,Frequent,Medium,Birth of a Child,Starting a Business,Negative,Email,Yes,Medium Risk,High Risk
3561,32,Male,Single,3,Bachelor,Self-employed,Low,Rural,CA,Canada,Far,10,9461.395995,Purchase,Rare,Low,Mobile App,Low,Yes,3562.389078,1234.934408,96827.18229,19133.92826,None,Poor,Moderate,827,Neutral,Education Funding,Low,Conservative,Travel,1,3,Yes,0.046663197,1.733317706,2.538910684,Active,Occasional,Low,Marriage,Starting a Business,Negative,SMS,No,Medium Risk,High Risk
3562,57,Male,Widowed,3,Bachelor,Employed,High,Rural,CA,USA,Moderate,22,3207.343597,Transfer,Frequent,Medium,Branch,Medium,No,21065.36495,4090.059489,17843.15331,17248.15935,Mortgage,Good,Moderate,445,Negative,Retirement Planning,Low,Spender,Sports,2,4,Yes,0.962626201,3.165631712,0.573716425,Low,Rare,Medium,Retirement,Buying a House,Neutral,Mail,Yes,High Risk,High Risk
3563,68,Female,Widowed,1,PhD,Unemployed,Low,Suburban,FL,UK,Close,1,5883.950378,Purchase,Rare,Low,Website,Medium,Yes,20383.78213,19815.08394,86593.22428,13349.86099,Personal Loan,Poor,Moderate,356,Negative,Retirement Planning,High,Moderate,Music,3,9,Yes,0.418900428,0.269915479,4.046420327,Active,Rare,Low,None,Buying a House,Positive,Phone,No,Medium Risk,High Risk
3564,65,Female,Married,4,College,Student,High,Suburban,IL,Australia,Far,8,4456.920238,Withdrawal,Rare,High,Website,High,Yes,44081.16225,4610.868202,72414.45382,15024.63081,None,Good,Moderate,327,Neutral,Education Funding,Low,Moderate,Cooking,2,9,Yes,0.963791593,3.997425036,0.815480399,Active,Rare,Medium,None,None,Positive,Email,No,Medium Risk,Stable
3565,68,Male,Married,3,College,Self-employed,Medium,Rural,FL,UK,Close,6,873.7773398,Transfer,Frequent,High,Branch,High,Yes,37269.87798,1781.831069,48218.89085,2362.849387,None,Average,Aggressive,509,Neutral,Wealth Accumulation,Low,Moderate,Cooking,4,0,Yes,0.900831002,3.297250023,3.925953988,Moderate,Frequent,Medium,None,Buying a House,Neutral,Mail,No,High Risk,Stable
3566,27,Female,Married,5,High School,Employed,High,Suburban,NY,USA,Close,10,9509.777356,Withdrawal,Rare,High,Website,Medium,Yes,47406.67247,18391.22502,67036.65704,9379.483196,Car Loan,Poor,Aggressive,646,Negative,Education Funding,Medium,Spender,Music,3,6,Yes,0.492687223,2.4793079,1.119505543,Moderate,Occasional,High,Marriage,Buying a House,Neutral,Mail,Yes,Low Risk,Warning
3567,62,Female,Married,5,PhD,Self-employed,Low,Rural,IL,Canada,Close,4,2215.879876,Purchase,Frequent,Low,Branch,Medium,No,29266.05717,12270.04272,67668.72163,12610.28483,Mortgage,Good,Moderate,832,Positive,Education Funding,High,Spender,Cooking,1,1,Yes,0.239852279,0.665375188,1.494420746,Active,Frequent,High,None,Starting a Business,Negative,Phone,Yes,Medium Risk,High Risk
3568,39,Female,Divorced,5,College,Employed,Medium,Rural,CA,USA,Close,21,2750.175815,Transfer,Occasional,Low,Mobile App,Medium,No,34832.4548,1721.290671,9937.315812,2235.344063,Mortgage,Poor,Moderate,692,Neutral,Education Funding,Low,Moderate,Travel,3,4,Yes,0.415639087,3.209795387,1.435246174,Low,Occasional,Low,Marriage,None,Positive,Phone,Yes,High Risk,Stable
3569,52,Female,Widowed,1,Bachelor,Unemployed,Medium,Rural,TX,UK,Far,24,3834.740903,Withdrawal,Frequent,Medium,Branch,High,Yes,30856.13197,10486.142,85343.92455,11984.61239,Mortgage,Poor,Moderate,351,Positive,Retirement Planning,Medium,Moderate,Reading,3,0,No,0.668030221,0.885082779,1.589031025,Moderate,Occasional,Medium,None,Buying a House,Negative,Email,No,High Risk,Stable
3570,45,Male,Single,2,College,Student,High,Rural,FL,Australia,Close,13,5035.506343,Withdrawal,Frequent,Low,Branch,Medium,Yes,9310.316359,12820.92186,96301.83452,9367.192126,None,Good,Aggressive,443,Negative,Wealth Accumulation,High,Moderate,Reading,3,6,Yes,0.294267983,0.023646635,0.111589728,Moderate,Occasional,Medium,Retirement,Starting a Business,Negative,SMS,Yes,Low Risk,Stable
3571,58,Female,Divorced,4,PhD,Employed,High,Suburban,FL,USA,Far,18,1528.428589,Withdrawal,Occasional,High,Branch,High,Yes,2460.964252,9963.311225,88711.51798,6767.970356,Mortgage,Good,Aggressive,809,Neutral,Wealth Accumulation,Low,Moderate,Reading,3,9,Yes,0.924113056,3.541847011,1.249638269,Low,Rare,High,Marriage,None,Negative,Mail,No,Low Risk,Stable
3572,40,Male,Married,3,Master,Self-employed,Low,Rural,CA,Australia,Moderate,20,6336.372231,Transfer,Rare,High,Branch,Medium,Yes,6867.882451,13669.19493,96206.9565,17055.11721,None,Good,Moderate,832,Neutral,Education Funding,Low,Spender,Travel,4,1,Yes,0.840994198,4.085055871,3.87736337,Moderate,Rare,Medium,Marriage,None,Negative,Phone,No,Low Risk,Stable
3573,68,Female,Married,4,Bachelor,Employed,Medium,Rural,IL,Australia,Moderate,23,5195.554685,Withdrawal,Frequent,High,Website,Medium,Yes,31234.05105,5421.398899,71749.88492,7542.54776,None,Poor,Moderate,713,Negative,Wealth Accumulation,Low,Conservative,Travel,3,0,No,0.781650288,2.71252941,2.572325515,Low,Frequent,High,Marriage,Starting a Business,Negative,Email,No,Low Risk,Warning
3574,61,Male,Divorced,3,College,Employed,High,Urban,IL,USA,Close,2,3099.802243,Deposit,Frequent,Medium,Mobile App,Low,No,5975.507595,580.9923601,1300.871404,16815.18104,None,Good,Conservative,497,Negative,Retirement Planning,High,Conservative,Reading,3,9,Yes,0.975594668,0.622219501,1.374707961,Active,Occasional,High,Marriage,Buying a House,Negative,Email,No,High Risk,Warning
3575,62,Female,Single,1,Bachelor,Student,Medium,Urban,IL,UK,Moderate,6,6957.252845,Transfer,Rare,High,Branch,Medium,Yes,16315.41067,19184.33643,6004.719766,1930.644507,Car Loan,Good,Moderate,319,Positive,Education Funding,Medium,Spender,Cooking,4,4,Yes,0.131654041,3.302780911,0.213306958,Low,Frequent,Low,Birth of a Child,None,Neutral,Phone,Yes,High Risk,Warning
3576,60,Male,Widowed,4,High School,Unemployed,Low,Urban,TX,Canada,Moderate,11,5189.393407,Withdrawal,Occasional,Medium,Branch,Medium,Yes,10690.4323,13173.16391,90657.12163,8191.961612,Car Loan,Average,Conservative,831,Negative,Wealth Accumulation,Low,Moderate,Music,4,0,Yes,0.884163005,1.506225243,1.769756407,Low,Occasional,High,Retirement,Starting a Business,Negative,Email,No,High Risk,Warning
3577,28,Female,Widowed,1,Bachelor,Employed,Medium,Urban,TX,UK,Far,28,8422.787797,Deposit,Rare,High,Website,High,Yes,30712.94393,3422.526696,38216.02631,13641.88496,None,Poor,Conservative,361,Positive,Education Funding,Medium,Spender,Music,1,3,Yes,0.988018228,4.574465894,3.994212547,Active,Rare,Low,Retirement,Buying a House,Neutral,Mail,Yes,Medium Risk,Stable
3578,43,Male,Single,1,College,Employed,High,Suburban,IL,USA,Far,12,8568.507477,Transfer,Occasional,Medium,Website,Low,Yes,30037.11809,241.6836271,44941.64347,1823.342629,Personal Loan,Poor,Conservative,700,Positive,Wealth Accumulation,Medium,Moderate,Music,2,4,No,0.501368748,2.666856591,3.042633923,Moderate,Frequent,High,Birth of a Child,Starting a Business,Positive,Mail,Yes,Medium Risk,Stable
3579,56,Female,Widowed,4,High School,Self-employed,Low,Urban,TX,Australia,Close,9,9803.056303,Withdrawal,Rare,Medium,Branch,Low,Yes,18443.09723,4380.992693,85400.18204,3166.927357,Personal Loan,Average,Conservative,724,Neutral,Retirement Planning,High,Moderate,Sports,2,2,No,0.192528433,4.340384052,4.011999619,Low,Occasional,High,None,Buying a House,Positive,Email,No,Medium Risk,Warning
3580,68,Female,Married,4,High School,Self-employed,Low,Urban,FL,UK,Moderate,11,766.6240025,Transfer,Rare,Low,Branch,Medium,Yes,7523.421031,8481.80598,71948.37095,7425.501247,None,Average,Moderate,842,Negative,Wealth Accumulation,Medium,Conservative,Sports,2,7,Yes,0.426308729,1.110646618,1.206201104,Active,Rare,High,Birth of a Child,Starting a Business,Neutral,Mail,No,High Risk,Warning
3581,60,Male,Married,3,High School,Unemployed,Medium,Urban,IL,Canada,Moderate,15,4111.26854,Deposit,Occasional,High,Branch,Low,Yes,44248.43742,19428.05076,65642.39659,499.6394811,Mortgage,Poor,Moderate,554,Neutral,Wealth Accumulation,Low,Moderate,Travel,4,4,Yes,0.767650076,3.446916385,3.240736137,Low,Frequent,Medium,Retirement,None,Neutral,Phone,Yes,Low Risk,Stable
3582,36,Male,Married,5,Master,Unemployed,High,Suburban,TX,Australia,Far,13,5065.037844,Deposit,Occasional,Medium,Website,High,No,18259.8255,14428.76163,37832.7467,1928.178074,Mortgage,Poor,Moderate,848,Neutral,Retirement Planning,Medium,Moderate,Travel,1,4,Yes,0.39393581,4.381020204,2.162170645,Low,Occasional,Low,Retirement,None,Positive,SMS,Yes,Low Risk,High Risk
3583,43,Male,Married,1,Master,Unemployed,Medium,Rural,FL,Canada,Close,2,2414.717672,Purchase,Rare,Medium,Mobile App,Medium,No,19357.06842,5694.673329,95568.43812,11990.30614,Mortgage,Good,Aggressive,614,Positive,Education Funding,Medium,Spender,Music,4,3,Yes,0.01847918,4.503528447,2.359094418,Low,Occasional,High,Marriage,Starting a Business,Positive,SMS,No,Low Risk,Warning
3584,40,Male,Single,2,High School,Self-employed,Medium,Urban,FL,Australia,Moderate,29,9228.148386,Transfer,Rare,High,Branch,High,Yes,12440.95622,16639.4469,86494.54457,1773.422418,Mortgage,Average,Conservative,332,Neutral,Wealth Accumulation,High,Spender,Music,1,1,Yes,0.46901976,4.061583414,0.531798717,Active,Frequent,Low,Birth of a Child,Starting a Business,Neutral,Mail,No,High Risk,High Risk
